WEBSITE_NM,WEBURL,CNT,STA_SDATE,STA_EDATE
Far East交易,whh.faregndt.com,2,2023/05/01,2023/05/07
Far Reach,trader.farchf.com,2,2022/05/30,2022/06/05
Far Reach,trader.farchf.com,2,2022/03/21,2022/03/27
Far Reach,trader.farreach-fx.com,3,2022/05/09,2022/05/15
Far Reach,trader.farreacha.com,5,2022/04/04,2022/04/10
Far Reach,trader.farreachfex.com,2,2022/04/11,2022/04/17
Far Reach Capital,farreachf.com,3,2022/01/24,2022/02/06
Far Reach Capital,trader.farechc.com,2,2022/02/21,2022/02/27
Far Reach Capital,trader.farreachf.com,4,2022/02/07,2022/02/13
Fascism,assassin.fasc.cc,2,2022/08/22,2022/08/28
Fascism,assassin.fasc.cc,2,2022/08/15,2022/08/21
Fascism,assassin.fasc.cc,3,2022/08/08,2022/08/14
Fascism,forexlimixed.financesnew.online,6,2022/07/18,2022/07/24
Fascism,fuhuimkt.financesnew.site,3,2022/06/27,2022/07/03
Fascism,rhoaias.financesnew.online,2,2022/07/04,2022/07/10
Fasonla,www.crmfasonla.com,8,2022/07/11,2022/07/17
Fasonla,www.crmfasonla.net,8,2022/08/01,2022/08/07
Fasonla,www.crmfasonlaer.com,2,2022/10/03,2022/10/09
Fasonla,www.crmtofasonla.com,5,2022/10/10,2022/10/16
Fasonla,www.crmtofasonlaer.com,3,2022/11/01,2022/11/06
Fasonla,www.crmtofasonlaer.com,2,2022/10/24,2022/10/31
Fasonla,www.fasonlacrm.cc,10,2022/06/13,2022/06/19
Fasonla,www.fasonlacrm.cc,2,2022/05/30,2022/06/05
Fasonla,www.fasonlacrm.com,4,2022/07/25,2022/07/31
Fasonla,www.fasonlacrm.com,9,2022/07/18,2022/07/24
Fasonla,www.fasonlacrm.com,10,2022/07/04,2022/07/10
Fasonla,www.fasonlacrm.com,5,2022/06/06,2022/06/12
Fasonla,www.fasonlacrm.us,11,2022/06/20,2022/06/26
Fasonla,www.fasonlacrm.xyz,7,2022/06/27,2022/07/03
Fasonla,www.fasonlaercrm.com,2,2022/11/07,2022/11/13
Fasonla,www.fasonlaercrm.com,2,2022/09/26,2022/10/02
Fast Profit,www.fastprofita.com,2,2023/01/04,2023/01/10
Fast Profit,www.fastprofitcrm.net,2,2022/11/28,2022/12/04
Fbsex,fbsexcoin.com,2,2022/12/26,2023/01/03
Fbsex,www.fbsexcoinx.com,4,2023/02/01,2023/02/07
Fchange,fchange166.xyz,6,2022/05/23,2022/05/29
Fchange,fchange166.xyz,5,2022/05/16,2022/05/22
Fchange,fchange166.xyz,7,2022/05/09,2022/05/15
Fchange,fchange166.xyz,18,2022/05/02,2022/05/08
Fchange,fchange169.xyz,14,2022/04/11,2022/04/17
Fchange,fchange187.xyz,2,2022/04/24,2022/05/01
Fchange,fchange187.xyz,26,2022/04/18,2022/04/24
FengYuan,win5688.fyunz.com,2,2022/04/18,2022/04/24
Fex Global,www.sccdinfo.com:22045/mobileprovision/embedded.mobileprovision,2,2021/12/27,2022/01/02
Fidelity,ceo8.fideltets.com,4,2023/04/18,2023/04/24
Fidelity,ceo8.fideltets.com,5,2023/04/11,2023/04/17
Fidelity,ceo8.fidelyets.com,3,2023/02/08,2023/02/14
Fidelity,ceo8.fidelyets.com,2,2023/02/01,2023/02/07
Fidelity,ceo8.fidelyts.com,4,2023/01/18,2023/01/31
Fidelity,ceo8.fidelyts.com,3,2023/01/11,2023/01/17
Fidelity,tw2.fi-delity-design.info,2,2023/03/01,2023/03/07
Fidelity,tw2.fi-delity-trade.top,4,2023/03/15,2023/03/21
Fidelity,tw2.fidelity-twn.top,2,2022/12/26,2023/01/03
Fidelity Market,gwwwf.binkank.com,3,2022/01/10,2022/01/16
Fidelity Market,www.binakk.com,5,2021/12/27,2022/01/02
FinecTW,www.finechk.com,2,2022/01/17,2022/01/23
Finvasia Group,v345.cc/22981,2,2022/03/07,2022/03/13
Finvizs Groups,ahkebkm.fnvezr.com,6,2022/03/14,2022/03/20
Finvizs Groups,ahkebkm.fnvezr.com,2,2022/02/28,2022/03/06
Finvizs Groups,growrich.finvizw.com,2,2022/03/07,2022/03/13
Finvizs Groups,growrich.finvizw.com,3,2022/02/14,2022/02/20
Finvizs Groups,growrich.fnvezr.com,3,2022/01/24,2022/02/06
Finvizs Groups,jingtai.finvizw.com,3,2022/02/07,2022/02/13
Finvizs Groups,jingtai.finvizw.com,2,2022/01/10,2022/01/16
Finvizs Groups,mark.finvizw.com,5,2022/03/21,2022/03/27
Finvizs Groups,www.fnvez.com,4,2022/02/21,2022/02/27
Firstrade,app.nasjdbwaq.com,3,2023/03/15,2023/03/21
Firstrade,app.nasjdbwaq.com,8,2023/03/01,2023/03/07
Firstrade,www.ivjuiujiuqw.com,15,2023/03/22,2023/03/28
Firstrade,www.sjgiodf.com,2,2023/05/01,2023/05/07
Firstrade,www.sjgiodf.com,11,2023/04/18,2023/04/24
Firstrade,www.skggkgk.com,10,2023/04/11,2023/04/17
Firstrade,www.uhcuisvs.com,8,2023/04/25,2023/04/30
Firstrade,www.uhcuisvs.com,8,2023/04/04,2023/04/10
Firstrade,www.uhcuisvs.com,3,2023/03/29,2023/04/03
Firstrade,www.vtnkqnbzjbqjq.com,3,2023/02/15,2023/02/21
Firstrade,www.vtnkqnbzjbqjq.com,2,2023/02/08,2023/02/14
Firstrade,www.zxhvdjqwiueqk.com,9,2023/03/08,2023/03/14
Fitbela Epro,crm.fitbelaepro.net,4,2022/01/24,2022/02/06
Fitbela Epro,crm.fitbelaepro.online,2,2022/01/17,2022/01/23
Fitbela Epro,www.fitbelaepro.us,2,2022/04/18,2022/04/24
Fitbela Epro,www.fitbelaepro.us,2,2022/04/04,2022/04/10
Fitbela Epro,www.fitbelaeproer.com,7,2022/04/11,2022/04/17
Fitbela Epro,www.fitbelaeproer.com,2,2022/02/28,2022/03/06
Fitbela Epro,www.fitbelaeproer.com,5,2022/02/14,2022/02/20
Fitbela Epro,www.fitbelaerprofx.com,2,2022/03/21,2022/03/27
Fitbela Epro,www.fitbelaerprofx.com,3,2022/03/14,2022/03/20
Flashcoin,flashcoin.cc,2,2022/09/12,2022/09/18
Fldelity,ceo8.fideltkkers.com,2,2023/04/18,2023/04/24
Fldelity,ceo8.fideltkkers.com,2,2023/04/04,2023/04/10
Flow Traders,flowbusiness.cloud,3,2022/11/14,2022/11/20
Flow Traders,flowextrade.com,5,2022/11/21,2022/11/27
Flow Traders,flowinves.com,7,2022/12/19,2022/12/25
Flow Traders,hugbgv.online,11,2023/01/04,2023/01/10
Flow Traders,stockquicktrading.com,14,2022/12/26,2023/01/03
Flow Traders,www.flowexchangeplus.ink,3,2022/11/01,2022/11/06
Flow Traders,www.flowstockexchange.com,4,2022/12/05,2022/12/11
Flow Traders,www.flowstockexchange.com,4,2022/11/28,2022/12/04
Flow Traders,www.flowstockxchange.com,3,2022/10/17,2022/10/20
Flow Traders,www.flowstockxchange.net,4,2022/12/12,2022/12/18
Flow Traders,www.theflowstockexchange.com,4,2022/11/07,2022/11/13
Flying,n.ziiearaties.com,4,2023/03/08,2023/03/14
Flying,rm1388.ziiearaties.com,7,2023/02/15,2023/02/21
Flying,rm1388.ziiearyes.com,7,2023/02/22,2023/02/28
Flying,www.ziierrtes.com,4,2023/03/01,2023/03/07
Flyinrich,flyinrich.com,3,2022/05/30,2022/06/05
Flyinrich,www.flyinrich.com,2,2022/06/20,2022/06/26
Flyinrich,www.flyinrich.com,2,2022/05/23,2022/05/29
Fogee,www.fog-eefx.com,2,2022/01/17,2022/01/23
ForEX,www.fglines.com/forex,3,2022/03/14,2022/03/20
ForEX,www.forex88.net,2,2022/02/21,2022/02/27
ForEX,www.forexlivetw.cn.com,2,2022/01/10,2022/01/16
Forcetrade,force.firstrande.com,2,2023/05/01,2023/05/07
Forex Pro,forex.mitotal.com/h5,2,2022/04/18,2022/04/24
Forex亞洲交易中心,www.top5058.com,5,2022/01/17,2022/01/23
Frubit,frubit.biz,3,2022/10/17,2022/10/20
Frubit,wap.frubit.co,3,2022/11/07,2022/11/13
Frubit,wap.frubit.info,6,2022/11/28,2022/12/04
Frubit,wap.frubitpro.com,6,2022/10/24,2022/10/31
Frubit,wap.frubitvip.com,4,2022/11/14,2022/11/20
Frubit,wap.frubitvip.com,2,2022/10/10,2022/10/16
Fsshop,fsshop1.com,3,2022/06/27,2022/07/03
Fsshop,s.fsshop2.com,2,2022/07/04,2022/07/10
Fsshop,www.fsshop1.com,2,2022/06/20,2022/06/26
Fsshop,www.fsshop1.com,2,2022/06/06,2022/06/12
Future Outlook,www.selec5in.xyz,2,2022/05/02,2022/05/08
Future PAY,fc168.futurpayas.com,2,2023/04/18,2023/04/24
Future PAY,fc168.futurpayas.com,2,2023/04/11,2023/04/17
Fuxin,okx1.fuxinmixedtrade.top,3,2023/03/22,2023/03/28
Fuxin,okx1.fuxinportrans.top,3,2023/04/18,2023/04/24
Fuxin,tst.fuxinportrans.top,3,2023/04/11,2023/04/17
Fuxin,tst.fuxintransport.top,2,2023/04/25,2023/04/30
Fuzitm,sfa.fuzitm.com,6,2022/03/21,2022/03/27
Fx Market,rich.fxmarket66.com,2,2022/03/21,2022/03/27
FxPro,www.fxpromx.com,4,2022/03/07,2022/03/13
FxPro（FxtroTrade）,fxtrotrade.com,5,2022/03/14,2022/03/20
FxPro（FxtroTrade）,fxtrotrade.com,3,2022/03/07,2022/03/13
FxPro（FxtroTrade）,www.fxtrotrade.net,3,2022/03/21,2022/03/27
FxPro（FxtroTrade）,www.fxtrotradeze.com,2,2022/04/04,2022/04/10
FxPro（FxtroTrade）,www.fxtrotradeze.com,2,2022/03/30,2022/04/03
GATESG,www.gacllo.com,5,2022/11/07,2022/11/13
GATESG,www.gatewas.com,3,2022/11/01,2022/11/06
GATESG,www.gatiet.com,2,2022/10/24,2022/10/31
GATESG,www.yshgat.com,2,2022/11/28,2022/12/04
GATESG,yshgat.com,2,2022/11/14,2022/11/20
GBAY,ask.gbay-shop.top,3,2023/03/29,2023/04/03
GBAY,client.gbay-shop.website,2,2023/04/18,2023/04/24
GBAY,www.gbayshop.store,2,2023/04/11,2023/04/17
GBE Forex,www.gbe-forex.com,3,2021/12/27,2022/01/02
GBE Forex,www.gbeforex.com,2,2022/01/03,2022/01/09
GBI,gbi.cc/GBI,2,2022/08/08,2022/08/14
GBTC,app.gbtc.win,2,2022/09/26,2022/10/02
GDEX,www.gdex-pro.net,2,2022/10/03,2022/10/09
GDEX,www.gdexio.net,3,2022/11/07,2022/11/13
GEAK500,www.geak500s.com,3,2022/02/21,2022/02/27
GEAK500,www.geaks500.com,2,2022/02/07,2022/02/13
GEAK500,www.jscoin.geaks500.com,2,2022/01/24,2022/02/06
GENIE,zhuekhl.site,2,2022/09/26,2022/10/02
GF克里夫曼,www.cfint.net,2,2022/02/14,2022/02/20
GIA,www.giacaino01.com,2,2022/04/18,2022/04/24
GIA,www.giacaino01.com,2,2022/04/11,2022/04/17
GIA娛樂城,gia1788.com,3,2022/05/02,2022/05/08
GIA娛樂城,gia36.com,2,2022/04/18,2022/04/24
GIA娛樂城,gia889.com,3,2022/05/30,2022/06/05
GIA娛樂城,www.gia091.com,3,2022/06/13,2022/06/19
GIA娛樂城,www.gia1788.com,3,2022/05/09,2022/05/15
GIA娛樂城,www.gia889.com,2,2022/06/27,2022/07/03
GIA娛樂城,www.gia889.com,2,2022/06/06,2022/06/12
GIA娛樂城,www.gia996.com,3,2022/05/23,2022/05/29
GIA娛樂城,www.giacaino01.com,3,2022/03/30,2022/04/03
GIA娛樂城,www.giacaino01.com,4,2022/03/14,2022/03/20
GIA娛樂城,www.giagame002.com,3,2022/04/11,2022/04/17
GIA娛樂城,www.giagame002.com,6,2022/03/07,2022/03/13
GIA娛樂城,www.giagame003.com,4,2022/02/28,2022/03/06
GIA娛樂城,www.giatw88.com,2,2022/04/04,2022/04/10
GIA娛樂城,www.giatwn66.com,4,2022/04/24,2022/05/01
GIA娛樂城,www.giatwn66.com,4,2022/03/21,2022/03/27
GKB,gkbgroups.com,5,2022/07/11,2022/07/17
GKB,gkbgroups.com,2,2022/07/04,2022/07/10
GKB,gkbgrp.com,3,2022/07/18,2022/07/24
GKFX Prime,d.gkfxprimes.com,2,2023/03/22,2023/03/28
GMALL內部營銷平台,www.gggbbbn.com,2,2023/04/18,2023/04/24
GMO Internet Group,besp.gmofirst.com,3,2022/04/04,2022/04/10
GMO Internet Group,besp.gmofirst.com,3,2022/03/21,2022/03/27
GMO Internet Group,besp.gmoglobal.com.tw,4,2022/04/11,2022/04/17
GMO Internet Group,bsep.gmo.com.tw,3,2022/02/28,2022/03/06
GMO Internet Group,gmo.com.tw,4,2022/02/21,2022/02/27
GMO Internet Group,ooo.gmo.com.tw,4,2022/03/07,2022/03/13
GMP娛樂城,gmpcasino.com,3,2022/04/18,2022/04/24
GMP娛樂城,www.gmp06.com,3,2022/05/09,2022/05/15
GMP娛樂城,www.gmp06.com,2,2022/05/02,2022/05/08
GMP娛樂城,www.gmpad168.com,5,2022/03/21,2022/03/27
GMP娛樂城,www.gmpcasino.com,6,2022/03/14,2022/03/20
GMP娛樂城,www.gmpcasino.com,6,2022/03/07,2022/03/13
GMP娛樂城,www.gmpcasino.com,3,2022/01/17,2022/01/23
GMP娛樂城,www.gmpcasino67.com,6,2022/04/04,2022/04/10
GMP娛樂城,www.gmpcasino67.com,3,2022/02/28,2022/03/06
GMP娛樂城,www.gmpcasino67.com,5,2022/01/10,2022/01/16
GMP娛樂城,www.gmpcasino67.com,3,2022/01/03,2022/01/09
GMP娛樂城,www.gmpcasino68.com,2,2022/03/30,2022/04/03
GMP娛樂城,www.gmpcasino68.com,8,2022/02/21,2022/02/27
GMP娛樂城,www.gmpcasino68.com,3,2022/02/07,2022/02/13
GMP娛樂城,www.gmpcasino69.com,5,2022/11/14,2022/11/20
GMP娛樂城,www.gmpcasino69.com,3,2022/01/24,2022/02/06
GMP娛樂城,www.gmpcasino75.com,9,2022/02/14,2022/02/20
GMP娛樂城,www.gmppa68.com,2,2022/04/11,2022/04/17
GMT,b003.gmt88.co,2,2022/04/11,2022/04/17
GMT,b004.gmt88.club,2,2022/03/21,2022/03/27
GMT,c002.gmt88.co,2,2022/05/09,2022/05/15
GMT,crown.gmt.rocks,2,2022/06/27,2022/07/03
GOREX,a168788.goresx.com,2,2022/12/12,2022/12/18
GOREX,coco01.goreasx.com,3,2022/12/26,2023/01/03
GRA Finance,as88vip.tw-gra.info,3,2022/08/22,2022/08/28
GRA Finance,as88vip.tw-gra.info,4,2022/08/01,2022/08/07
GRA Finance,boy99.gra-fin.one,3,2022/08/15,2022/08/21
GRA Finance,boy99.gra-fin.one,2,2022/08/08,2022/08/14
GRA Finance,boy99vip.gra-fi.info,4,2022/11/07,2022/11/13
GRA Finance,ub3.gra-fin.co,6,2022/08/29,2022/09/04
GRA Finance,ub3.gra-fin.co,2,2022/07/18,2022/07/24
GRA Finance,vp777.gra-fi.info,4,2022/10/10,2022/10/16
GRAEX,mkp.graext.com,2,2023/05/01,2023/05/07
GTI Global,gtiglobalmarket.com,2,2022/05/23,2022/05/29
GTI Global,gtimarkets.com,2,2022/07/11,2022/07/17
GTW,www.gwiqz.com,2,2023/04/25,2023/04/30
GVD,gvdcq.com,2,2023/05/01,2023/05/07
GaiTame,m.gaitameonline.cn.com,4,2022/03/14,2022/03/20
GaiTame,m.gaitameonline.cn.com,4,2022/03/07,2022/03/13
GaiTame,wap.gaitameonline.net,2,2022/04/18,2022/04/24
Galaxy,04800.cn,2,2022/08/22,2022/08/28
Gate,www.ioex4.com,2,2022/08/29,2022/09/04
Gate.io,www.che-shi.top,3,2022/04/18,2022/04/24
Gate.io,www.gate-trade.xyz,2,2023/02/15,2023/02/21
Gate.io,www.gate168.com,2,2023/01/11,2023/01/17
Gate.io,www.gate2013.top,3,2023/03/08,2023/03/14
Gate.io,www.gate2013.top,3,2023/02/22,2023/02/28
Gate.io,www.gate2013.top,2,2023/01/18,2023/01/31
Gate.io,www.gateio588apro.xyz,3,2022/06/13,2022/06/19
Gate.io,www.gateiomax-defi.com,3,2023/01/04,2023/01/10
Gate.io,www.gateks.cc,7,2023/05/01,2023/05/07
Gate.io,www.gatepro.top,2,2022/11/07,2022/11/13
Gate.io,www.gatesz.com,3,2022/09/12,2022/09/18
Gate.io,www.heduckpsn666.xyz,2,2021/12/27,2022/01/02
Gate.io,www.ioeeexx.com,3,2022/06/20,2022/06/26
Gate.io,www.ioeexxxx.com,5,2022/06/06,2022/06/12
Gate.io,www.ioex2.com,2,2022/08/01,2022/08/07
Gate.io,www.ioex25.com,2,2023/04/18,2023/04/24
Gate.io,www.ioex29.com,2,2023/04/04,2023/04/10
Gate.io,www.ioex29.com,2,2023/03/29,2023/04/03
Gate.io,www.ioex7.com,2,2022/11/14,2022/11/20
Gate.io,www.ioex8.com,2,2022/11/01,2022/11/06
Gate.io,www.ioex9.com,2,2022/12/12,2022/12/18
Gate.io,www.ioex99.com,5,2022/12/26,2023/01/03
Gate.io,www.ioexx8.com,7,2023/04/11,2023/04/17
Gate.io,www.ioexx98.com,3,2023/04/25,2023/04/30
Gate.io,www.iooeexx.com,2,2022/06/27,2022/07/03
Gate.io,xcdabsvx.buzz,2,2023/03/01,2023/03/07
Gates.io,nldwwbqn.buzz,3,2023/04/18,2023/04/24
Gates.io,raqqekwl.buzz,4,2023/02/15,2023/02/21
Geek Squad,geekshop.work,3,2022/03/07,2022/03/13
Geek Squad,geekshop.world,2,2022/03/14,2022/03/20
Geek Squad,m.geekshop.cloud,2,2022/04/18,2022/04/24
Gemini,www.geminiamax.xyz,2,2022/06/27,2022/07/03
Gemini,www.gemnsff.com,2,2022/05/23,2022/05/29
Gemini,www.librge.com,2,2022/06/20,2022/06/26
GeminiPro,pc.gemini-pro.co,2,2023/02/22,2023/02/28
General Atlantic,generalatlantictw.ga-nar.com,5,2022/12/26,2023/01/03
GeneralNYSE,genernnysen.com,2,2023/01/04,2023/01/10
Generative ART,www.generaetvse.com,3,2022/11/14,2022/11/20
Generative ART,www.genereartiagcial.com,2,2023/05/01,2023/05/07
Generative ART,www.genereartificial.com,2,2023/04/04,2023/04/10
Generative ART,www.gennertvse.com,3,2022/12/05,2022/12/11
Generative ART,www.gennertvsue.com,2,2023/01/04,2023/01/10
Generative ART,www.gennertvsue.com,3,2022/12/26,2023/01/03
Genesis Block,aed.genesryktae.com,4,2023/01/18,2023/01/31
Genesis Block,gbp.genesryktaes.com,10,2023/03/15,2023/03/21
Genesis Block,usa.genesk.com,2,2022/11/21,2022/11/27
Genesis Block,usa.geneskkye.com,2,2022/12/26,2023/01/03
Genesis Block,usa.genesryktaes.com,2,2023/02/22,2023/02/28
GexCoin,gexcoin.co,3,2022/10/10,2022/10/16
GexCoin,m.gexcoin.co,3,2022/09/26,2022/10/02
GexCoin,m.gexcoin.io,6,2022/10/03,2022/10/09
GexCoin,m.gexcoin.me,3,2022/10/17,2022/10/20
GinkGo,www.ginkgofx.com,6,2022/03/21,2022/03/27
GinkGo,www.ginkgofxs.com,3,2022/04/11,2022/04/17
GinkGo,www.ginkgofxs.com,2,2022/04/04,2022/04/10
GinkGo,www.gkglobals.com,2,2022/06/13,2022/06/19
GinkGo,www.gkmkts.com,3,2022/05/02,2022/05/08
Ginkgo,www.ginkgoex.com,7,2022/03/14,2022/03/20
Ginkgo,www.gkglobals.com,3,2022/04/24,2022/05/01
Global,comex.globalhub.cc,3,2023/05/01,2023/05/07
Global,gmimarikets.ltd,2,2023/04/18,2023/04/24
Global,hantec.goldstar.asia,2,2023/04/04,2023/04/10
Global Buy,www.aresebuy.com,2,2022/03/21,2022/03/27
Global Mall（海外全球購）,www.twgouquanqiugou.com.tw,2,2023/03/01,2023/03/07
Global PayMents（RB Global）,www.globalpaymentsex.com,2,2022/03/21,2022/03/27
Global PayMents（RB Global）,www.globalpaymentsex.com,4,2022/03/14,2022/03/20
Global PayMents（Thunder Soft、RB Global）,www.fxcap88.com,2,2022/08/22,2022/08/28
Global PayMents（Thunder Soft、RB Global）,www.fxcap888.com,2,2022/06/06,2022/06/12
Global PayMents（Thunder Soft、RB Global）,www.fxcap889.com,3,2022/12/05,2022/12/11
Global PayMents（Thunder Soft、RB Global）,www.fxcap97.com,2,2022/09/12,2022/09/18
Global PayMents（Thunder Soft、RB Global）,www.fxcap99.com,3,2022/11/07,2022/11/13
Global PayMents（Thunder Soft、RB Global）,www.fxcapitalex.com,2,2022/04/24,2022/05/01
Global PayMents（Thunder Soft、RB Global）,www.fxvghdgxc.com,3,2022/11/28,2022/12/04
Global PayMents（Thunder Soft、RB Global）,www.fxvghdgxc.com,2,2022/11/21,2022/11/27
Global PayMents（Thunder Soft、RB Global）,www.globalpaymentsex.com,2,2022/06/13,2022/06/19
Global PayMents（Thunder Soft、RB Global）,www.globalpaymentswt.com,2,2023/03/29,2023/04/03
Global PayMents（Thunder Soft、RB Global）,www.thundersoftin.com,2,2022/04/04,2022/04/10
Global PayMents（群益外匯）,topyangguang.top/gxcgold,3,2023/03/22,2023/03/28
Global PayMents（群益外匯）,www.forexo49.com,3,2023/04/11,2023/04/17
Global Tesco,tw.qitian.info/h5,2,2023/01/18,2023/01/31
Global Tesco,www.ddyg.shop,2,2023/03/22,2023/03/28
Global Tesco,www.tgshops.live,2,2022/12/05,2022/12/11
GmMall（Gome）,happy-ecommercetw.com,2,2022/05/02,2022/05/08
GmMall（Gome）,happy-ecommercetw.com,2,2022/04/18,2022/04/24
Gmarket,www.gmarket.life,2,2023/03/08,2023/03/14
Go Markets,gomarketshk.com,2,2023/03/08,2023/03/14
Go Markets,trader.gomarketshk.com,2,2023/04/18,2023/04/24
Go Shopping,com.shopcc.club,3,2022/07/11,2022/07/17
Go Shopping,www.goamazstw.com,5,2022/08/15,2022/08/21
Go Shopping,www.goamaztw.com,2,2022/07/25,2022/07/31
Go Shopping,www.goamaztws.com,5,2022/07/18,2022/07/24
GohEX,www.ggohexp.com,3,2022/01/10,2022/01/16
GoldCoin,www.ethdefie.com,2,2022/01/17,2022/01/23
GoldStar,hurt.goldstar.best,2,2023/01/18,2023/01/31
Golden Market（Gold Change）,asia.goldemakt.com,7,2021/12/27,2022/01/02
Golden Meta（E-Golden）,app.goldenmeta.top,3,2022/05/23,2022/05/29
Golden Meta（E-Golden）,canada2022.goldenstore.vip,7,2022/06/06,2022/06/12
Golden Meta（E-Golden）,germany2022.goldenmeta.top,2,2022/05/30,2022/06/05
Golden Meta（E-Golden）,germany2022.goldenstore.vip,3,2022/07/04,2022/07/10
Golden Meta（E-Golden）,germany2022.goldenstore.vip,2,2022/06/20,2022/06/26
Golden Meta（E-Golden）,pl.goldenstore.vip,4,2022/06/13,2022/06/19
Golden Sale,england.golchange.com,16,2022/01/24,2022/02/06
Golden Sale,england.goldnsa.com,2,2022/02/14,2022/02/20
Golden Sale,london.goldnsa.com,2,2022/03/14,2022/03/20
Golden Sale,london.goldnsa.com,17,2022/01/17,2022/01/23
Golden Sale,london.goldnsales.com,6,2022/01/10,2022/01/16
Golden Sale（Gold Change、Golden Market）,france.goldnsales.com,7,2022/01/03,2022/01/09
GreateToken,www.greatela.com,2,2022/07/04,2022/07/10
Greenstans,crm.greenstans.com.tw,2,2021/12/27,2022/01/02
Greenstans,crm.greenstans.online,3,2022/01/10,2022/01/16
GroupFX PRO,www.fxgroupro.com,2,2022/11/28,2022/12/04
GroupFX PRO,www.groupfxpro.com,2,2022/11/14,2022/11/20
GroupFX PRO,www.groupfxpro.com,7,2022/11/07,2022/11/13
GroupFX PRO,www.groupfxpro.com,4,2022/10/24,2022/10/31
GroupFX PRO,www.groupproltd.com,2,2022/12/05,2022/12/11
HBFS,www.hbfsbit.cc,2,2022/05/30,2022/06/05
HDEX,nnds.hdex.social,3,2023/04/25,2023/04/30
HF Market,www.hf-marketstw.com,5,2023/03/15,2023/03/21
HF Market,www.hf-marketws.com,2,2023/03/22,2023/03/28
HKCAE,hkcae.org,2,2023/01/18,2023/01/31
HMA,hmaex.vip,7,2022/01/24,2022/02/06
HMEX,www.hmexds.vip,4,2023/02/22,2023/02/28
HNT,www.hntcoin.club,2,2022/06/13,2022/06/19
HPSIP,h5.hpsip.net,6,2023/01/04,2023/01/10
HPSIP,h5.hpsip.net,31,2022/12/26,2023/01/03
HPSIP,h5.hpsip.net,4,2022/12/05,2022/12/11
HPSIP,h5.hpsipstock.com,2,2023/01/18,2023/01/31
HPSIP,h5.hpsipstock.com,16,2022/12/19,2022/12/25
HPSIP,h5.hpsipstock.com,9,2022/12/12,2022/12/18
HPSIP,www.hpsip.net,2,2023/01/11,2023/01/17
HT-FX Group MT,www.smccw.com,2,2023/05/01,2023/05/07
HT-FX Group MT,www.smccw.com,2,2023/04/25,2023/04/30
HUT,testflight.tfdb.top/hut.html,4,2022/02/28,2022/03/06
HXshop,www.hxshop.store,2,2022/10/10,2022/10/16
Handa Por,app.handa.club,3,2022/03/14,2022/03/20
Handa Por,app.handa.club,2,2022/01/24,2022/02/06
Handa Por,www.handavip.top,2,2022/03/30,2022/04/03
Hang Seng,sfa.hsuvsa.com,7,2022/05/23,2022/05/29
Hang Seng,wbb.hsuvsa.com,3,2022/05/30,2022/06/05
Hertford,hertfordfx.com,2,2022/10/24,2022/10/31
Hippo Tesco,hippo-tesc.com,3,2022/12/05,2022/12/11
Hippo Tesco,hippo-tesc.com,2,2022/11/07,2022/11/13
Hippo Tesco,hippotesco.life,2,2022/10/24,2022/10/31
Hipriceback,www.hipnicedack.top,2,2022/09/19,2022/09/25
HitBcx,www.hitbcx.co,2,2022/12/05,2022/12/11
Hitechvm,hitechvm.com,5,2022/07/11,2022/07/17
Hitechvm,www.hi-tech-vm.top,2,2022/08/29,2022/09/04
Home Mall,www.hmallcrossl.com.tw,2,2022/10/10,2022/10/16
Home Mall,www.hmallcrossl.com.tw,2,2022/10/03,2022/10/09
Home Mall,www.homemalltw.com,2,2022/09/26,2022/10/02
Home Mall,www.homemalltw.com,2,2022/09/12,2022/09/18
Home Mall,www.homemals.com,2,2022/10/24,2022/10/31
Honesty國際,apgo88.com,3,2022/01/24,2022/02/06
Honesty國際,h1vch8xb.com,3,2022/03/14,2022/03/20
Honesty國際,tigeryearfa.com,2,2022/03/07,2022/03/13
Honesty國際,tigeryearfa.com,6,2022/02/21,2022/02/27
Honesty國際,tigeryearfa.com,2,2022/02/14,2022/02/20
Hong Hui Binary（GBC）,www.hon-ho2.com,2,2022/05/09,2022/05/15
Hong Hui Binary（GBC）,www.honhu16.com,3,2022/07/25,2022/07/31
Hong Hui Binary（GBC）,www.honhu16.com,4,2022/07/18,2022/07/24
Hong Hui Binary（GBC）,www.honhui91.com,2,2022/06/20,2022/06/26
Hongzhi,gt888.hongzii.com,2,2022/02/28,2022/03/06
Hongzhi,vip.hanqzl.com,2,2021/12/27,2022/01/02
Hoodde,buy.hoodde.com,2,2022/12/19,2022/12/25
HopFist,www.hopfist.com,3,2022/03/07,2022/03/13
HopFist,www.hopfista.com,2,2022/06/27,2022/07/03
HopFist,www.hopfista.com,5,2022/04/11,2022/04/17
HopFist,www.hopfista.com,5,2022/04/04,2022/04/10
HopFist,www.hopfista.com,7,2022/03/30,2022/04/03
HopFist,www.hopfista.com,7,2022/03/21,2022/03/27
HopFist,www.hopfistcrm.com,3,2022/03/14,2022/03/20
HopFist,www.hopfister.com,5,2022/04/24,2022/05/01
HopFist,www.ihopfist.com,7,2022/05/02,2022/05/08
HopFist,www.ihopfister.com,10,2022/04/18,2022/04/24
HopFist,www.ihopfister.net,13,2022/05/23,2022/05/29
HopFist,www.ihopfister.net,9,2022/05/16,2022/05/22
HopFist,www.ihopfister.net,4,2022/05/09,2022/05/15
